date,channel,net_revenue,gross_revenue,order_count,item_quantity,gross_profit,discount_amount
2025-07-10,Shopee,13915959,15306035,65,65,2881019,769475
2025-07-10,Lazada,11240315,12732106,31,31,2090384,801147
2025-07-10,TikTok Shop,13878038,15259399,34,68,3031884,314545
2025-07-10,Website,6001975,6529745,19,57,1339092,138859
2025-07-11,Shopee,15232170,16041464,42,84,4169386,1136369
2025-07-11,Lazada,14144041,16156312,37,74,3691939,784393
2025-07-11,TikTok Shop,14155501,15345900,66,198,3162447,646240
2025-07-11,Website,9210418,10414585,40,120,2015341,582815
2025-07-12,Shopee,14995179,17032296,42,126,3394163,815080
2025-07-12,Lazada,13976510,15750146,28,56,2742958,599277
2025-07-12,TikTok Shop,13187138,14020397,40,40,2743848,803834
2025-07-12,Website,9154231,9690245,26,26,2353863,345568
2025-07-13,Shopee,19680551,21441175,39,117,4082277,710957
2025-07-13,Lazada,11184342,12618652,33,99,2026982,429632
2025-07-13,TikTok Shop,14682847,16644475,39,39,3294550,308868
2025-07-13,Website,9113564,9994335,44,88,2078082,643960
2025-07-14,Shopee,15312135,16703412,48,144,4193740,560221
2025-07-14,Lazada,10401659,11248382,21,21,2330429,369055
2025-07-14,TikTok Shop,14697614,15813957,42,84,2832557,849820
2025-07-14,Website,5263646,5985417,19,57,973553,141417
2025-07-15,Shopee,18062629,19298574,82,246,4805689,989714
2025-07-15,Lazada,9846277,10883492,44,44,1832208,619065
2025-07-15,TikTok Shop,10603600,12167931,31,31,2627983,757621
2025-07-15,Website,5448069,6014909,14,14,1307852,223282
2025-07-16,Shopee,14790542,16279858,61,61,3418147,506113
2025-07-16,Lazada,10805008,11961539,29,87,2394357,632236
2025-07-16,TikTok Shop,11708998,12461979,33,66,2818317,487296
2025-07-16,Website,7662162,8732867,18,36,1739836,600791
2025-07-17,Shopee,12504330,13330007,57,57,2614496,362673
2025-07-17,Lazada,9719380,10308600,45,45,2534848,492265
2025-07-17,TikTok Shop,10108608,11406015,21,63,2167339,332494
2025-07-17,Website,6772153,7555731,31,31,1477067,540887
2025-07-18,Shopee,21788193,24958766,90,90,5153784,1740196
2025-07-18,Lazada,12020209,13503444,24,72,3044774,851700
2025-07-18,TikTok Shop,10637325,12018268,22,66,2417150,547470
2025-07-18,Website,8641085,9347009,20,20,2277798,324766
2025-07-19,Shopee,20734029,22452225,63,126,4210855,806325
2025-07-19,Lazada,13279709,14864076,50,100,3363483,966944
2025-07-19,TikTok Shop,17775302,18805719,45,135,4098351,1330981
2025-07-19,Website,7358287,8171539,16,32,1903077,248606
2025-07-20,Shopee,21319496,24359053,80,80,5492858,947802
2025-07-20,Lazada,14484346,16085656,53,106,3101927,392205
2025-07-20,TikTok Shop,12181523,13303469,29,29,2894344,706014
2025-07-20,Website,8771427,9999315,28,56,1592463,238998
2025-07-21,Shopee,14251252,16054761,42,126,3890770,920221
2025-07-21,Lazada,9656104,10978467,36,72,1761207,289839
2025-07-21,TikTok Shop,12415754,13200899,52,156,3375375,921940
2025-07-21,Website,6120903,6504961,15,45,1442661,383897
2025-07-22,Shopee,13945455,15112422,53,106,3335025,794860
2025-07-22,Lazada,9795983,10358030,43,86,2693816,731177
2025-07-22,TikTok Shop,10368282,11654672,23,46,2166236,504172
2025-07-22,Website,5656535,6354237,20,60,1451442,424130
2025-07-23,Shopee,16420791,17379419,35,35,3930404,692833
2025-07-23,Lazada,8414963,9154954,19,38,1663405,533105
2025-07-23,TikTok Shop,12883353,14744699,37,37,2618237,638983
2025-07-23,Website,6868210,7599078,30,90,1634516,485197
2025-07-24,Shopee,12044199,12989979,28,56,2551658,369817
2025-07-24,Lazada,8971030,9457201,32,96,2406375,572882
2025-07-24,TikTok Shop,13645203,15035834,32,96,3656347,530280
2025-07-24,Website,5743513,6194259,15,15,1199156,282570
2025-07-25,Shopee,18655122,21239508,58,116,5110020,663483
2025-07-25,Lazada,13404550,15314050,52,156,2786308,345282
2025-07-25,TikTok Shop,16981886,19255403,34,34,3103185,1259249
2025-07-25,Website,8211329,9063596,16,16,1483512,574385
2025-07-26,Shopee,18348011,19943445,85,170,5030669,995745
2025-07-26,Lazada,14874950,16393524,34,68,3116215,395330
2025-07-26,TikTok Shop,18770372,20543055,71,142,4304526,473235
2025-07-26,Website,9465805,10879123,34,102,2336838,739340
2025-07-27,Shopee,19976753,22462415,82,82,5048848,791618
2025-07-27,Lazada,11479084,12437975,24,48,2790134,582801
2025-07-27,TikTok Shop,13988641,15676804,58,116,3766123,311966
2025-07-27,Website,9006078,10296080,35,105,1907062,634801
2025-07-28,Shopee,15982062,18298155,73,219,2889510,450894
2025-07-28,Lazada,11428421,12996531,28,28,2826646,410476
2025-07-28,TikTok Shop,12890292,14159350,46,46,3265834,476373
2025-07-28,Website,5345629,5952237,17,17,1470493,381835
2025-07-29,Shopee,17146908,18009737,54,54,3927827,971767
2025-07-29,Lazada,8615278,9079480,29,87,1777395,368884
2025-07-29,TikTok Shop,11411309,12709591,35,70,2659361,881639
2025-07-29,Website,6720907,7621973,18,36,1658704,332102
2025-07-30,Shopee,18879761,20952461,46,138,4306396,486947
2025-07-30,Lazada,13446279,15413360,51,102,2984528,629694
2025-07-30,TikTok Shop,12839351,14331821,38,38,2537305,993495
2025-07-30,Website,6384491,6925627,24,48,1599199,424064
2025-07-31,Shopee,16216440,18389639,35,70,3893663,992986
2025-07-31,Lazada,10840010,11697379,50,150,2184377,770284
2025-07-31,TikTok Shop,11512758,12158398,27,54,2373476,449655
2025-07-31,Website,7937943,8977044,19,38,1745299,593299
2025-08-01,Shopee,20366995,22374173,59,59,4358214,1407593
2025-08-01,Lazada,13502327,14781857,37,37,3203435,404963
2025-08-01,TikTok Shop,16817129,18968968,54,54,4621141,955183
2025-08-01,Website,8923925,9485432,23,69,1624083,565185
2025-08-02,Shopee,21825132,23113366,54,162,4655929,898367
2025-08-02,Lazada,11802964,12468019,24,24,2736693,492489
2025-08-02,TikTok Shop,14536059,16694980,47,141,3191430,916778
2025-08-02,Website,7376194,8336047,20,40,1572237,242949
2025-08-03,Shopee,20884259,23891621,63,63,5524893,1363895
2025-08-03,Lazada,13945053,14785272,29,58,3613642,314281
2025-08-03,TikTok Shop,16443237,17761107,47,47,3998264,1007711
2025-08-03,Website,10210384,10999094,46,46,2667969,435691
2025-08-04,Shopee,15256748,16219743,37,111,4083654,1094199
2025-08-04,Lazada,10602104,11210548,44,132,2654225,678093
2025-08-04,TikTok Shop,10424040,10960609,49,147,2506848,303453
2025-08-04,Website,6239065,6672233,15,45,1659156,418556
2025-08-05,Shopee,16548837,18224168,39,39,3478820,786638
2025-08-05,Lazada,10819480,11646380,42,126,2570926,460854
2025-08-05,TikTok Shop,11577652,12264279,27,54,2733479,567316
2025-08-05,Website,6489757,7143012,13,26,1179327,323333
2025-08-06,Shopee,12497645,14311624,30,90,3142631,589092
2025-08-06,Lazada,9402627,10246370,44,44,2112850,457046
2025-08-06,TikTok Shop,13289346,14808077,51,102,2583145,768056
2025-08-06,Website,7001042,7417876,28,28,1405586,535759
2025-08-07,Shopee,16206501,17152781,48,96,3916282,784571
2025-08-07,Lazada,9886701,11133000,19,19,2538320,347235
2025-08-07,TikTok Shop,12022181,13513546,33,33,2207885,737439
2025-08-07,Website,6032829,6860188,14,28,1502414,393957
2025-08-08,Shopee,21550919,23804258,47,94,5946923,735842
2025-08-08,Lazada,13427968,15051232,30,90,3162028,864507
2025-08-08,TikTok Shop,16545152,18896600,68,136,4135056,703850
2025-08-08,Website,7983587,8512175,38,114,1534028,254214
2025-08-09,Shopee,14752329,15547571,56,112,3385932,849290
2025-08-09,Lazada,14471760,15900402,30,90,3870060,652515
2025-08-09,TikTok Shop,14731798,15905556,71,142,4118634,930999
2025-08-09,Website,7642739,8424194,22,66,2055549,411398
2025-08-10,Shopee,21557869,22940844,75,225,5357182,1469575
2025-08-10,Lazada,12192103,13434942,30,60,2770180,397914
2025-08-10,TikTok Shop,17625963,20141329,47,141,4928548,1333765
2025-08-10,Website,9160815,10099230,32,64,1657944,412037
2025-08-11,Shopee,16572346,18180681,59,59,3499815,518059
2025-08-11,Lazada,8232096,9086367,33,66,1559747,473332
2025-08-11,TikTok Shop,13784144,14565391,48,144,3251895,462620
2025-08-11,Website,6769782,7736425,32,64,1410950,505639
2025-08-12,Shopee,14643988,16232082,34,68,3173755,966786
2025-08-12,Lazada,10019994,11083228,30,90,2464285,246978
2025-08-12,TikTok Shop,9473302,10044520,33,33,1970433,338919
2025-08-12,Website,6889035,7320773,27,81,1644631,454423
2025-08-13,Shopee,13436368,14881659,36,108,3231145,1048030
2025-08-13,Lazada,8255332,8840888,18,18,2132654,655021
2025-08-13,TikTok Shop,9844582,11251911,39,117,1916240,294246
2025-08-13,Website,7447244,8060403,37,37,1442512,509645
2025-08-14,Shopee,14178878,15830494,33,66,2981192,930141
2025-08-14,Lazada,11674115,12911740,35,70,3004823,728169
2025-08-14,TikTok Shop,11275699,12191017,29,87,2387034,278419
2025-08-14,Website,5226304,5986920,16,48,1376402,327589
2025-08-15,Shopee,17274616,19106564,40,80,4310189,605170
2025-08-15,Lazada,14724847,16282596,55,110,3610668,451769
2025-08-15,TikTok Shop,15379597,17464105,39,117,3300448,698921
2025-08-15,Website,7986336,9085492,16,16,1742984,245503
2025-08-16,Shopee,20339505,21754801,98,196,4730974,413642
2025-08-16,Lazada,13601537,14728359,37,74,3693915,682357
2025-08-16,TikTok Shop,17782441,19750556,85,85,4351751,1040281
2025-08-16,Website,10039330,10585386,24,72,2514114,365938
2025-08-17,Shopee,19103449,21913835,83,83,5087602,1445262
2025-08-17,Lazada,10792537,11861323,24,48,2752028,635172
2025-08-17,TikTok Shop,14908772,16857990,30,30,3234508,846449
2025-08-17,Website,8823854,9887693,31,31,2356775,246176
2025-08-18,Shopee,13588021,15400751,32,32,2522002,791484
2025-08-18,Lazada,8742989,9454875,37,111,1816337,622103
2025-08-18,TikTok Shop,12570546,13617251,60,180,3328970,490111
2025-08-18,Website,6546555,7466820,22,66,1651130,274794
2025-08-19,Shopee,15432499,17655620,74,148,3420426,926928
2025-08-19,Lazada,8982546,9490019,38,114,1749363,323355
2025-08-19,TikTok Shop,11744066,12852000,40,80,2828592,720181
2025-08-19,Website,5857338,6251518,14,42,1547581,447884
2025-08-20,Shopee,17021843,18338931,46,92,3264304,816625
2025-08-20,Lazada,11114699,12299736,45,90,2098635,834499
2025-08-20,TikTok Shop,9406491,10563066,31,31,1991826,541790
2025-08-20,Website,5855831,6597603,27,27,1181429,248708
2025-08-21,Shopee,12622928,14361356,52,52,2660638,768149
2025-08-21,Lazada,9119474,10257044,30,90,1762552,211573
2025-08-21,TikTok Shop,11967958,12779391,34,34,2830470,536631
2025-08-21,Website,5446925,5867863,18,18,1076918,205327
2025-08-22,Shopee,17797231,19157909,41,82,3835576,744223
2025-08-22,Lazada,11314343,12388836,23,69,2813922,342015
2025-08-22,TikTok Shop,16113910,17170506,40,120,3239964,1001177
2025-08-22,Website,8647464,9638471,22,66,2245116,280583
2025-08-23,Shopee,18286098,20209084,39,117,4743953,465298
2025-08-23,Lazada,13143082,14139609,42,84,2708587,989873
2025-08-23,TikTok Shop,14698087,16400613,31,31,3344123,706020
2025-08-23,Website,8300304,9024325,22,44,2040468,614857
2025-08-24,Shopee,24051229,26940475,65,195,5192382,1781269
2025-08-24,Lazada,14946999,16324227,52,104,3193683,1108750
2025-08-24,TikTok Shop,13282945,15160023,44,88,2607104,701428
2025-08-24,Website,9438581,10324872,44,132,2129764,514949
2025-08-25,Shopee,16914824,18996962,39,78,4455528,594632
2025-08-25,Lazada,8543623,9484226,21,42,2117585,324747
2025-08-25,TikTok Shop,13300946,14981085,41,123,2537628,605907
2025-08-25,Website,7825149,8962912,22,44,1872618,233515
2025-08-26,Shopee,13343708,15241656,46,138,3689850,1021738
2025-08-26,Lazada,8822020,10102531,29,87,2251247,245194
2025-08-26,TikTok Shop,13596159,15348119,36,36,3766578,524219
2025-08-26,Website,6824318,7712495,24,48,1498616,325078
2025-08-27,Shopee,16448981,17601079,59,59,3456395,408305
2025-08-27,Lazada,10323356,11725022,31,62,1951287,358055
2025-08-27,TikTok Shop,12690322,14398018,25,50,2290533,375123
2025-08-27,Website,5559524,6099243,22,66,1219786,182072
2025-08-28,Shopee,17374842,19404982,38,76,4354525,1142976
2025-08-28,Lazada,11315131,12319432,45,90,2900118,316955
2025-08-28,TikTok Shop,11793668,13442447,31,93,2984237,536323
2025-08-28,Website,6580488,7260986,16,32,1505819,423953
2025-08-29,Shopee,16386236,17568820,76,228,3241460,558926
2025-08-29,Lazada,13701481,14852201,35,35,3302833,891981
2025-08-29,TikTok Shop,16855661,18786607,70,70,3876717,381863
2025-08-29,Website,8539193,9337950,23,46,1865017,262943
2025-08-30,Shopee,22793441,24582644,81,162,5641999,1113212
2025-08-30,Lazada,12393359,14200947,36,72,2453288,543981
2025-08-30,TikTok Shop,16849191,19097265,35,70,4391285,687063
2025-08-30,Website,7554113,8427269,29,58,1966751,156623
2025-08-31,Shopee,20036013,21295756,54,162,4375846,947333
2025-08-31,Lazada,12646548,14105729,27,81,2784395,838233
2025-08-31,TikTok Shop,16214038,17713806,45,135,3946687,911523
2025-08-31,Website,8229352,9053983,18,36,2067232,581405
2025-09-01,Shopee,15219045,16149951,38,38,4232012,789909
2025-09-01,Lazada,10925859,12423045,27,27,2130966,439514
2025-09-01,TikTok Shop,11512724,12315867,34,102,2909989,544544
2025-09-01,Website,5349386,5865475,23,23,1027912,264138
2025-09-02,Shopee,18717928,19747551,47,141,4654002,657741
2025-09-02,Lazada,11593627,12955874,30,30,2716095,356199
2025-09-02,TikTok Shop,10270106,11211936,26,52,2182020,597299
2025-09-02,Website,7178732,7794124,27,27,1673555,314234
2025-09-03,Shopee,14542855,15392226,49,49,2801033,417070
2025-09-03,Lazada,10264088,11219778,22,44,2202043,487358
2025-09-03,TikTok Shop,12589850,14376066,38,114,3299152,681666
2025-09-03,Website,6446421,6818080,29,58,1185037,364617
2025-09-04,Shopee,14027701,15264822,55,165,2635475,1061146
2025-09-04,Lazada,9129163,9971355,25,25,1811162,591625
2025-09-04,TikTok Shop,10828433,12276036,44,88,2994235,732204
2025-09-04,Website,5973603,6428180,11,22,1442973,312715
2025-09-05,Shopee,19975957,22361600,60,60,4343245,966339
2025-09-05,Lazada,11834098,12750989,27,81,3051196,433261
2025-09-05,TikTok Shop,17117999,19008892,76,76,4242197,622424
2025-09-05,Website,10171017,10890247,24,48,2499235,371101
2025-09-06,Shopee,18745012,20805238,42,126,3970492,623823
2025-09-06,Lazada,13323989,14934871,63,63,2483222,496583
2025-09-06,TikTok Shop,16779308,18604752,38,114,4019031,880704
2025-09-06,Website,9123666,10428234,20,20,1955157,357452
2025-09-07,Shopee,20340219,21665951,46,138,4676165,1056358
2025-09-07,Lazada,14112569,15767954,48,96,3108912,841701
2025-09-07,TikTok Shop,16753750,19212737,33,99,3830809,1325169
2025-09-07,Website,7355514,7875955,30,90,1595552,275901
2025-09-08,Shopee,17129882,18759789,46,92,3134022,984827
2025-09-08,Lazada,11033768,12274256,38,114,2462219,879938
2025-09-08,TikTok Shop,11071648,12457142,52,104,2608967,547442
2025-09-08,Website,6678265,7262803,20,60,1290039,376837
2025-09-09,Shopee,16791550,17793972,63,63,3377293,447293
2025-09-09,Lazada,9725914,10385936,27,27,2496520,768960
2025-09-09,TikTok Shop,13763503,15208768,33,66,3511456,620607
2025-09-09,Website,8537654,9237232,24,48,2074885,511013
2025-09-10,Shopee,14061614,15471016,38,114,3082550,1006016
2025-09-10,Lazada,8326895,9373443,18,36,2186758,391092
2025-09-10,TikTok Shop,12643754,13781761,43,43,2949365,506298
2025-09-10,Website,7230153,8066097,16,48,1957406,310905
2025-09-11,Shopee,15102674,17329182,36,72,3003733,328369
2025-09-11,Lazada,11726884,12475730,36,108,2701125,291183
2025-09-11,TikTok Shop,10244058,11506278,20,20,2176883,358506
2025-09-11,Website,7210531,8022073,14,42,1363487,304412
2025-09-12,Shopee,18733248,20704093,46,46,4964890,556054
2025-09-12,Lazada,15666547,17582660,39,39,3094474,1194237
2025-09-12,TikTok Shop,19668264,21286419,64,128,3667763,429818
2025-09-12,Website,7861474,8615542,17,51,1889308,624066
2025-09-13,Shopee,18878241,21658639,64,192,4608895,1287897
2025-09-13,Lazada,14333070,16299689,38,38,2930917,907610
2025-09-13,TikTok Shop,15142427,15909971,63,63,3758386,672033
2025-09-13,Website,8614698,9903056,18,36,1611264,387880
2025-09-14,Shopee,20281803,23087501,60,180,3896098,1350683
2025-09-14,Lazada,10004309,11219597,20,40,2281790,635893
2025-09-14,TikTok Shop,15860919,17941336,44,132,4074292,663024
2025-09-14,Website,7948555,8846160,16,32,1771406,218135
2025-09-15,Shopee,14640182,16612317,52,156,3738484,390996
2025-09-15,Lazada,11736465,12753388,40,120,2511409,877635
2025-09-15,TikTok Shop,10382978,11120258,22,22,2211601,639830
2025-09-15,Website,7319792,8343974,16,32,1868379,478852
2025-09-16,Shopee,15046853,16243517,39,78,3205975,707542
2025-09-16,Lazada,9672019,10705214,28,84,1775536,274698
2025-09-16,TikTok Shop,13392139,14448017,28,28,3589322,720663
2025-09-16,Website,6944259,7504426,19,57,1359896,403001
2025-09-17,Shopee,16641476,18660218,37,111,3486189,1075439
2025-09-17,Lazada,11175774,11898317,41,82,2971803,396051
2025-09-17,TikTok Shop,11750974,12371431,36,36,2800528,339624
2025-09-17,Website,6184598,6654270,29,87,1427771,446614
2025-09-18,Shopee,13552942,14780628,28,84,3659300,1061794
2025-09-18,Lazada,9024824,10005944,32,96,1908115,383210
2025-09-18,TikTok Shop,16575692,18479205,36,108,3782660,812870
2025-09-18,Website,7675436,8070132,19,19,1644360,295953
2025-09-19,Shopee,16980044,18083897,53,159,4377480,1143716
2025-09-19,Lazada,10960480,11899247,36,72,2596985,639195
2025-09-19,TikTok Shop,16843783,19100812,81,243,4544680,1086132
2025-09-19,Website,9255679,10333266,23,46,2245800,713814
2025-09-20,Shopee,21610221,22835948,46,138,5968000,1529925
2025-09-20,Lazada,12635035,14369339,26,26,2838628,649149
2025-09-20,TikTok Shop,15690379,16876684,47,141,3110907,1195293
2025-09-20,Website,9031081,9688851,27,81,2037472,202422
2025-09-21,Shopee,20492969,22648780,60,60,5211588,1311555
2025-09-21,Lazada,9566982,10912235,40,40,2221987,226277
2025-09-21,TikTok Shop,15497862,16650811,48,144,3529301,401336
2025-09-21,Website,7804937,8444050,34,102,1461907,380084
2025-09-22,Shopee,15938206,16868019,36,36,3028061,882380
2025-09-22,Lazada,13629849,14720184,29,29,3246240,976829
2025-09-22,TikTok Shop,12805860,14368151,49,98,3300577,405791
2025-09-22,Website,6438298,7399046,14,28,1644702,361068
2025-09-23,Shopee,17344493,19306377,37,74,4001883,882002
2025-09-23,Lazada,10621013,11432671,29,87,2176269,387851
2025-09-23,TikTok Shop,12889072,14181927,26,78,2887209,1013516
2025-09-23,Website,7180398,7889520,24,48,1933945,363133
2025-09-24,Shopee,19479772,20771536,42,42,4987675,1176161
2025-09-24,Lazada,8680963,9918256,34,68,1859837,531427
2025-09-24,TikTok Shop,12973717,13873568,43,43,3324972,425447
2025-09-24,Website,5951634,6430969,12,36,1352137,363554
2025-09-25,Shopee,16672986,18458677,53,53,3540951,525437
2025-09-25,Lazada,8940729,10090338,21,21,2154826,263107
2025-09-25,TikTok Shop,11666393,13394366,24,72,2794369,525157
2025-09-25,Website,6461783,6932669,18,36,1468105,461205
2025-09-26,Shopee,22709932,24687493,63,126,4845669,936467
2025-09-26,Lazada,14509283,15887241,39,78,3428959,954155
2025-09-26,TikTok Shop,13585344,15300117,66,132,2520499,604918
2025-09-26,Website,8770034,10063602,32,64,1595690,546025
2025-09-27,Shopee,18606685,20768884,60,120,3897723,789082
2025-09-27,Lazada,11100194,12129735,30,60,2359552,594952
2025-09-27,TikTok Shop,15564092,17583493,51,153,3584322,1111030
2025-09-27,Website,8393833,8875998,32,32,1784095,409459
2025-09-28,Shopee,26272943,30087893,58,58,6781645,1140345
2025-09-28,Lazada,13760205,14792009,30,90,3283342,324177
2025-09-28,TikTok Shop,13344457,14865230,58,116,3119795,617681
2025-09-28,Website,8129393,8626124,23,23,2179368,198677
2025-09-29,Shopee,17578261,19906169,42,42,4200867,957053
2025-09-29,Lazada,12589297,13329554,25,25,2678804,664653
2025-09-29,TikTok Shop,9961923,11014573,29,58,2480090,283198
2025-09-29,Website,5197059,5909433,22,66,1305191,201842
2025-09-30,Shopee,19183265,21878712,49,98,4886502,630914
2025-09-30,Lazada,10541857,11562652,28,56,2279364,336698
2025-09-30,TikTok Shop,11026462,11859355,32,96,3013181,313330
2025-09-30,Website,7144740,7807294,17,34,1856273,499421
2025-10-01,Shopee,10715791,12229913,46,138,2329050,578041
2025-10-01,Lazada,10079581,11550987,46,92,2610750,499147
2025-10-01,TikTok Shop,12798934,14250812,34,102,2400507,326739
2025-10-01,Website,7461999,8417573,15,45,1461226,379144
2025-10-02,Shopee,13772253,15251290,55,110,3319156,1095954
2025-10-02,Lazada,10183647,11474033,42,84,2665830,488234
2025-10-02,TikTok Shop,10951852,12211801,39,39,2170300,597023
2025-10-02,Website,6925941,7637730,15,45,1758814,532676
2025-10-03,Shopee,18202034,19842885,86,172,3287932,1268561
2025-10-03,Lazada,12467833,13101870,59,118,2776773,442997
2025-10-03,TikTok Shop,14108418,15638302,44,88,3290597,835455
2025-10-03,Website,9422804,10619432,30,90,2568050,693468
2025-10-04,Shopee,22503915,24054091,80,80,4514610,695263
2025-10-04,Lazada,12746434,14063679,59,59,3287896,667971
2025-10-04,TikTok Shop,16103856,17436387,68,136,4393882,958019
2025-10-04,Website,7223857,7803882,23,46,2016181,245457
2025-10-05,Shopee,19677285,22180915,62,62,3812104,1454796
2025-10-05,Lazada,13042499,13855190,30,60,2380809,939738
2025-10-05,TikTok Shop,21081151,22937170,68,136,4719114,672874
2025-10-05,Website,7580442,8406874,18,18,1434865,231247
2025-10-06,Shopee,18467916,19616073,39,39,3546502,911327
2025-10-06,Lazada,11305954,12718839,29,58,2504413,368796
2025-10-06,TikTok Shop,12757634,14415860,51,102,2906162,644568
2025-10-06,Website,8152684,8573481,18,36,2122479,358869
2025-10-07,Shopee,16416717,17819822,65,130,4328324,755972
2025-10-07,Lazada,10574278,11345522,29,87,1992671,619810
2025-10-07,TikTok Shop,12268791,13956905,30,30,3375524,447602
2025-10-07,Website,7723888,8145126,20,20,1527290,158776
2025-10-08,Shopee,17790643,18957279,37,111,4038143,397433
2025-10-08,Lazada,9348154,10625434,30,90,1956648,533343
2025-10-08,TikTok Shop,10397401,11353171,36,36,2845032,810145
2025-10-08,Website,6573878,7142563,22,22,1700371,143303
2025-10-09,Shopee,14218943,15365082,46,138,3090038,1002229
2025-10-09,Lazada,10034421,10564718,27,27,2138919,735816
2025-10-09,TikTok Shop,14193646,15946491,65,65,3851555,323473
2025-10-09,Website,6371080,7175430,16,48,1481406,187885
2025-10-10,Shopee,20351676,22078855,97,97,3850789,1613715
2025-10-10,Lazada,13242365,15187312,51,102,3685839,945087
2025-10-10,TikTok Shop,17709640,19375082,36,108,4621198,354960
2025-10-10,Website,6403329,7024123,14,28,1234689,380245
2025-10-11,Shopee,18975900,21740509,48,144,4774935,923508
2025-10-11,Lazada,13490224,14429531,27,27,3122628,921745
2025-10-11,TikTok Shop,18396073,19730803,66,66,4678462,1159616
2025-10-11,Website,8253357,9398030,23,23,1691756,289200
2025-10-12,Shopee,15864310,17178868,44,88,3915877,812174
2025-10-12,Lazada,14141334,15922992,41,41,3009197,600812
2025-10-12,TikTok Shop,14860933,16464975,53,53,3786471,1010340
2025-10-12,Website,7522281,8495811,33,33,1364784,436878
2025-10-13,Shopee,14576463,15541257,44,88,2640836,712010
2025-10-13,Lazada,9905202,10586431,26,78,2184748,788077
2025-10-13,TikTok Shop,11482055,12769552,26,78,2571823,742862
2025-10-13,Website,4965697,5672756,10,20,1388750,154826
2025-10-14,Shopee,17460962,19743090,46,92,4490973,827282
2025-10-14,Lazada,11684350,13049097,46,92,2995014,417970
2025-10-14,TikTok Shop,13354370,14591672,34,34,3692154,368229
2025-10-14,Website,5833655,6694171,18,18,1120224,366130
2025-10-15,Shopee,15389673,17503147,57,114,3466624,818698
2025-10-15,Lazada,10130566,11616003,41,123,2008499,701051
2025-10-15,TikTok Shop,13281895,14204825,28,84,2685409,278962
2025-10-15,Website,7301078,8049858,18,18,1725159,378442
2025-10-16,Shopee,14387945,16258752,64,128,3365998,886609
2025-10-16,Lazada,10242802,10925744,21,21,1946274,306650
2025-10-16,TikTok Shop,13077269,14833858,41,123,2552750,1000823
2025-10-16,Website,7943312,9022249,18,36,1468649,620760
2025-10-17,Shopee,22255319,24027947,54,162,6169194,1638541
2025-10-17,Lazada,14440835,15627758,32,96,3954108,289123
2025-10-17,TikTok Shop,16285437,18253273,49,147,3438842,1227647
2025-10-17,Website,10283014,10858063,43,86,1995217,502386
2025-10-18,Shopee,21539072,24262888,75,75,4719724,636837
2025-10-18,Lazada,11833885,12888283,28,28,2424258,485478
2025-10-18,TikTok Shop,18846830,21604795,59,118,3657115,830889
2025-10-18,Website,9535252,10208280,34,34,2357341,625847
2025-10-19,Shopee,19446754,21657377,94,282,4105522,508664
2025-10-19,Lazada,12443735,13354841,27,54,2611719,342102
2025-10-19,TikTok Shop,16711870,17804286,38,114,3578642,607078
2025-10-19,Website,9291551,10110603,41,82,1777323,445916
2025-10-20,Shopee,16180208,18406997,56,168,4312844,796685
2025-10-20,Lazada,10540585,11304391,29,29,1990666,673602
2025-10-20,TikTok Shop,14952412,16060824,38,114,3430879,928484
2025-10-20,Website,7645036,8349659,17,51,1456525,506076
2025-10-21,Shopee,16174742,18446859,46,138,3732845,730754
2025-10-21,Lazada,11313767,12991697,34,34,2051102,710343
2025-10-21,TikTok Shop,10885069,11693551,23,46,2200295,500996
2025-10-21,Website,7100610,7529463,20,60,1624522,400463
2025-10-22,Shopee,19254787,20941164,38,114,5141786,1156316
2025-10-22,Lazada,9903897,10994972,44,132,2612852,579979
2025-10-22,TikTok Shop,11165669,12366677,44,44,3089239,383171
2025-10-22,Website,6249460,7071442,14,42,1590056,255217
2025-10-23,Shopee,13757525,15617863,31,93,3664195,305920
2025-10-23,Lazada,9216353,10426608,22,66,2344996,423103
2025-10-23,TikTok Shop,11882606,12733447,55,55,2167559,912073
2025-10-23,Website,5638925,6085684,22,44,1467189,359444
2025-10-24,Shopee,20622779,22393428,61,183,4421626,1617131
2025-10-24,Lazada,14665448,15804414,44,44,3115693,908470
2025-10-24,TikTok Shop,14411530,16239793,42,42,2895826,954743
2025-10-24,Website,10430138,11627817,21,63,2296008,426721
2025-10-25,Shopee,21855567,24794529,75,75,4663461,1245421
2025-10-25,Lazada,14875757,16090413,46,92,2828325,941880
2025-10-25,TikTok Shop,14903163,16114677,36,72,3635589,974575
2025-10-25,Website,9730714,10474803,31,93,2223897,391370
2025-10-26,Shopee,17902825,20401666,41,41,4939941,704755
2025-10-26,Lazada,14659295,15670478,56,112,3970954,909077
2025-10-26,TikTok Shop,16521400,17836840,33,99,3863124,724931
2025-10-26,Website,9415798,10073605,39,39,2364934,705072
2025-10-27,Shopee,13618314,15459794,33,33,3426215,707739
2025-10-27,Lazada,9097740,9673656,22,44,1731869,703842
2025-10-27,TikTok Shop,13350296,14836745,37,37,2835384,447095
2025-10-27,Website,6021717,6470879,27,27,1485872,219355
2025-10-28,Shopee,16743685,17956713,36,108,4660207,581359
2025-10-28,Lazada,8524115,9325686,26,26,1658262,322276
2025-10-28,TikTok Shop,13731495,15595589,65,130,3622273,616153
2025-10-28,Website,5792557,6660498,11,11,1281501,410543
2025-10-29,Shopee,16920734,18828132,41,82,4309360,1055934
